#DeltaTime, Location Error, Velocity Error
/InverseX
7.96307e-13, 0.0253209, 148447
7.95193e-13, 0.0252855, 148240
7.94082e-13, 0.0252502, 148033
7.92975e-13, 0.0252149, 147826
7.9187e-13, 0.0251798, 147620
7.90769e-13, 0.0251448, 147415
7.89671e-13, 0.0251099, 147210
7.88576e-13, 0.0250751, 147006
7.87483e-13, 0.0250403, 146803
7.86394e-13, 0.0250057, 146600
7.85308e-13, 0.0249712, 146397
7.84225e-13, 0.0249367, 146195
7.83145e-13, 0.0249024, 145994
7.82067e-13, 0.0248681, 145793
7.80993e-13, 0.024834, 145593
7.79922e-13, 0.0247999, 145393
7.78853e-13, 0.0247659, 145194
7.77788e-13, 0.024732, 144995
7.76725e-13, 0.0246982, 144797
7.75666e-13, 0.0246646, 144600
7.74609e-13, 0.0246309, 144403
7.73555e-13, 0.0245974, 144206
7.72504e-13, 0.024564, 144010
7.71456e-13, 0.0245307, 143815
7.70411e-13, 0.0244974, 143620
7.69368e-13, 0.0244643, 143426
7.68328e-13, 0.0244312, 143232
7.67291e-13, 0.0243983, 143039
7.66257e-13, 0.0243654, 142846
7.65226e-13, 0.0243326, 142654
7.64198e-13, 0.0242999, 142462
7.63172e-13, 0.0242673, 142271
7.62149e-13, 0.0242347, 142080
7.61128e-13, 0.0242023, 141890
7.60111e-13, 0.0241699, 141700
7.59096e-13, 0.0241377, 141511
7.58084e-13, 0.0241055, 141322
7.57075e-13, 0.0240734, 141134
7.56068e-13, 0.0240414, 140946
7.55064e-13, 0.0240094, 140759
7.54062e-13, 0.0239776, 140572
7.53064e-13, 0.0239458, 140386
7.52067e-13, 0.0239142, 140200
7.51074e-13, 0.0238826, 140015
7.50083e-13, 0.0238511, 139831
7.49095e-13, 0.0238197, 139646
7.48109e-13, 0.0237883, 139463
7.47126e-13, 0.023757, 139279
7.46146e-13, 0.0237259, 139097
7.45168e-13, 0.0236948, 138914
7.44192e-13, 0.0236638, 138732
7.4322e-13, 0.0236328, 138551
7.42249e-13, 0.023602, 138370
7.41282e-13, 0.0235712, 138190
7.40316e-13, 0.0235405, 138010
7.39354e-13, 0.0235099, 137830
7.38393e-13, 0.0234794, 137651
7.37436e-13, 0.0234489, 137473
7.36481e-13, 0.0234185, 137295
7.35528e-13, 0.0233882, 137117
7.34577e-13, 0.023358, 136940
7.3363e-13, 0.0233279, 136763
7.32684e-13, 0.0232978, 136587
7.31741e-13, 0.0232678, 136411
7.30801e-13, 0.0232379, 136236
7.29863e-13, 0.0232081, 136061
7.28927e-13, 0.0231783, 135887
7.27994e-13, 0.0231487, 135713
7.27063e-13, 0.0231191, 135539
7.26134e-13, 0.0230895, 135366
7.25208e-13, 0.0230601, 135193
7.24284e-13, 0.0230307, 135021
7.23363e-13, 0.0230014, 134849
7.22443e-13, 0.0229722, 134678
7.21527e-13, 0.022943, 134507
7.20612e-13, 0.022914, 134337
7.197e-13, 0.022885, 134167
7.1879e-13, 0.022856, 133997
7.17883e-13, 0.0228272, 133828
7.16977e-13, 0.0227984, 133659
7.16074e-13, 0.0227697, 133491
7.15174e-13, 0.022741, 133323
7.14275e-13, 0.0227125, 133155
7.13379e-13, 0.022684, 132988
7.12485e-13, 0.0226555, 132822
7.11593e-13, 0.0226272, 132655
7.10704e-13, 0.0225989, 132490
7.09816e-13, 0.0225707, 132324
7.08931e-13, 0.0225425, 132159
7.08049e-13, 0.0225145, 131995
7.07168e-13, 0.0224865, 131830
7.06289e-13, 0.0224585, 131667
7.05413e-13, 0.0224307, 131503
7.04539e-13, 0.0224029, 131340
7.03667e-13, 0.0223751, 131178
7.02797e-13, 0.0223475, 131016
7.0193e-13, 0.0223199, 130854
7.01064e-13, 0.0222924, 130693
7.00201e-13, 0.0222649, 130532
6.99339e-13, 0.0222375, 130371
6.9848e-13, 0.0222102, 130211
6.97623e-13, 0.022183, 130051
6.96768e-13, 0.0221558, 129892
6.95916e-13, 0.0221287, 129733
6.95065e-13, 0.0221016, 129574
6.94216e-13, 0.0220746, 129416
6.93369e-13, 0.0220477, 129258
6.92525e-13, 0.0220208, 129101
6.91682e-13, 0.0219941, 128944
6.90842e-13, 0.0219673, 128787
6.90004e-13, 0.0219407, 128631
6.89167e-13, 0.0219141, 128475
6.88333e-13, 0.0218875, 128319
6.87501e-13, 0.0218611, 128164
6.8667e-13, 0.0218347, 128009
6.85842e-13, 0.0218083, 127855
6.85016e-13, 0.0217821, 127701
6.84191e-13, 0.0217558, 127547
6.83369e-13, 0.0217297, 127394
6.82549e-13, 0.0217036, 127241
6.8173e-13, 0.0216776, 127088
6.80914e-13, 0.0216516, 126936
6.80099e-13, 0.0216257, 126784
6.79287e-13, 0.0215999, 126633
6.78476e-13, 0.0215741, 126482
6.77667e-13, 0.0215484, 126331
6.76861e-13, 0.0215227, 126181
6.76056e-13, 0.0214972, 126031
6.75253e-13, 0.0214716, 125881
6.74452e-13, 0.0214462, 125732
6.73653e-13, 0.0214207, 125583
6.72856e-13, 0.0213954, 125434
6.7206e-13, 0.0213701, 125286
6.71267e-13, 0.0213449, 125138
6.70475e-13, 0.0213197, 124990
6.69685e-13, 0.0212946, 124843
6.68898e-13, 0.0212695, 124696
6.68112e-13, 0.0212445, 124550
6.67327e-13, 0.0212196, 124403
6.66545e-13, 0.0211947, 124258
6.65765e-13, 0.0211699, 124112
6.64986e-13, 0.0211452, 123967
6.64209e-13, 0.0211205, 123822
6.63434e-13, 0.0210958, 123678
6.62661e-13, 0.0210712, 123534
6.61889e-13, 0.0210467, 123390
6.6112e-13, 0.0210222, 123246
6.60352e-13, 0.0209978, 123103
6.59586e-13, 0.0209734, 122960
6.58822e-13, 0.0209491, 122818
6.58059e-13, 0.0209249, 122676
6.57298e-13, 0.0209007, 122534
6.56539e-13, 0.0208766, 122392
6.55782e-13, 0.0208525, 122251
6.55026e-13, 0.0208285, 122110
6.54273e-13, 0.0208045, 121970
6.53521e-13, 0.0207806, 121830
6.5277e-13, 0.0207567, 121690
6.52022e-13, 0.0207329, 121550
6.51275e-13, 0.0207092, 121411
6.5053e-13, 0.0206855, 121272
6.49786e-13, 0.0206618, 121133
6.49044e-13, 0.0206382, 120995
6.48304e-13, 0.0206147, 120857
6.47566e-13, 0.0205912, 120719
6.46829e-13, 0.0205678, 120582
6.46094e-13, 0.0205444, 120445
6.45361e-13, 0.0205211, 120308
6.44629e-13, 0.0204979, 120172
6.43899e-13, 0.0204746, 120036
6.43171e-13, 0.0204515, 119900
6.42444e-13, 0.0204284, 119765
6.41719e-13, 0.0204053, 119630
6.40995e-13, 0.0203823, 119495
6.40274e-13, 0.0203594, 119360
6.39553e-13, 0.0203364, 119226
6.38835e-13, 0.0203136, 119092
6.38118e-13, 0.0202908, 118958
6.37402e-13, 0.0202681, 118825
6.36689e-13, 0.0202454, 118692
6.35976e-13, 0.0202227, 118559
6.35266e-13, 0.0202001, 118427
6.34557e-13, 0.0201776, 118294
6.33849e-13, 0.0201551, 118162
6.33144e-13, 0.0201326, 118031
6.32439e-13, 0.0201102, 117900
6.31737e-13, 0.0200879, 117769
6.31035e-13, 0.0200656, 117638
6.30336e-13, 0.0200434, 117507
6.29638e-13, 0.0200212, 117377
6.28941e-13, 0.019999, 117248
6.28246e-13, 0.0199769, 117118
6.27553e-13, 0.0199549, 116989
6.26861e-13, 0.0199329, 116860
6.26171e-13, 0.0199109, 116731
6.25482e-13, 0.019889, 116603
6.24794e-13, 0.0198671, 116474
6.24109e-13, 0.0198453, 116347
6.23424e-13, 0.0198236, 116219
6.22741e-13, 0.0198019, 116092
6.2206e-13, 0.0197802, 115965
6.2138e-13, 0.0197586, 115838
6.20702e-13, 0.019737, 115712
6.20025e-13, 0.0197155, 115585
6.1935e-13, 0.019694, 115459
6.18676e-13, 0.0196726, 115334
6.18003e-13, 0.0196512, 115208
6.17332e-13, 0.0196299, 115083
6.16663e-13, 0.0196086, 114959
6.15995e-13, 0.0195873, 114834
6.15328e-13, 0.0195661, 114710
6.14663e-13, 0.019545, 114586
6.13999e-13, 0.0195239, 114462
6.13337e-13, 0.0195028, 114338
6.12676e-13, 0.0194818, 114215
6.12016e-13, 0.0194608, 114092
6.11358e-13, 0.0194399, 113970
6.10701e-13, 0.019419, 113847
6.10046e-13, 0.0193982, 113725
6.09392e-13, 0.0193774, 113603
6.0874e-13, 0.0193566, 113482
6.08089e-13, 0.0193359, 113360
6.07439e-13, 0.0193153, 113239
6.06791e-13, 0.0192947, 113118
6.06144e-13, 0.0192741, 112998
6.05498e-13, 0.0192536, 112877
6.04854e-13, 0.0192331, 112757
6.04211e-13, 0.0192126, 112637
6.0357e-13, 0.0191923, 112518
6.0293e-13, 0.0191719, 112398
6.02291e-13, 0.0191516, 112279
6.01654e-13, 0.0191313, 112161
6.01018e-13, 0.0191111, 112042
6.00383e-13, 0.0190909, 111924
5.9975e-13, 0.0190708, 111806
5.99118e-13, 0.0190507, 111688
5.98487e-13, 0.0190306, 111570
5.97858e-13, 0.0190106, 111453
5.9723e-13, 0.0189907, 111336
5.96603e-13, 0.0189707, 111219
5.95978e-13, 0.0189508, 111103
5.95354e-13, 0.018931, 110986
5.94731e-13, 0.0189112, 110870
5.9411e-13, 0.0188914, 110754
5.9349e-13, 0.0188717, 110639
5.92871e-13, 0.018852, 110523
5.92253e-13, 0.0188324, 110408
5.91637e-13, 0.0188128, 110293
5.91022e-13, 0.0187932, 110179
5.90408e-13, 0.0187737, 110064
5.89796e-13, 0.0187543, 109950
5.89184e-13, 0.0187348, 109836
5.88574e-13, 0.0187154, 109722
5.87966e-13, 0.0186961, 109609
5.87358e-13, 0.0186768, 109496
5.86752e-13, 0.0186575, 109383
5.86147e-13, 0.0186382, 109270
5.85544e-13, 0.0186191, 109157
5.84941e-13, 0.0185999, 109045
5.8434e-13, 0.0185808, 108933
5.8374e-13, 0.0185617, 108821
5.83142e-13, 0.0185427, 108710
5.82544e-13, 0.0185237, 108598
5.81948e-13, 0.0185047, 108487
5.81353e-13, 0.0184858, 108376
5.80759e-13, 0.0184669, 108265
5.80166e-13, 0.0184481, 108155
5.79575e-13, 0.0184293, 108045
5.78985e-13, 0.0184105, 107935
5.78396e-13, 0.0183918, 107825
5.77808e-13, 0.0183731, 107715
5.77221e-13, 0.0183544, 107606
5.76636e-13, 0.0183358, 107497
5.76052e-13, 0.0183172, 107388
5.75469e-13, 0.0182987, 107279
5.74887e-13, 0.0182802, 107171
5.74306e-13, 0.0182617, 107062
5.73727e-13, 0.0182433, 106954
5.73148e-13, 0.0182249, 106847
5.72571e-13, 0.0182065, 106739
5.71995e-13, 0.0181882, 106632
5.7142e-13, 0.0181699, 106524
5.70846e-13, 0.0181517, 106418
5.70274e-13, 0.0181335, 106311
5.69702e-13, 0.0181153, 106204
5.69132e-13, 0.0180972, 106098
